stname,cluster_id,utc_timestamp,utc_timestamp_s
MXI ,0,1216945096.2,1216945102.4
MXI ,0,1216945287.5,1216945294.0
MXI ,0,1216946890.7,1216946896.2
MXI ,0,1216947173.1,1216947178.0
MXI ,0,1216950510.7,1216950514.3
MXI ,0,1216951058.1,1216951061.2
MXI ,0,1216962802.8,1216962818.4
MXI ,0,1216974101.9,1216974108.3
MXI ,0,1216977808.1,1216977820.9
MXI ,0,1216978998.6,1216979005.7
MXI ,0,1216979208.4,1216979215.4
MXI ,0,1216980617.0,1216980624.5
MXI ,0,1216982423.8,1216982427.4
MXI ,0,1216982910.7,1216982922.2
MXI ,0,1216984259.7,1216984266.5
MXI ,0,1216986503.6,1216986511.1
MXI ,0,1216987124.8,1216987133.5
MXI ,0,1216987628.9,1216987634.1
MXI ,0,1216989263.6,1216989266.9
MXI ,0,1216989363.6,1216989373.8
MXI ,0,1216990487.6,1216990494.9
MXI ,0,1216991013.6,1216991020.5
MXI ,0,1216992872.7,1216992882.4
MXI ,0,1216994286.2,1216994293.6
MXI ,0,1216997589.2,1216997596.3
MXI ,0,1217001770.5,1217001776.4
MXI ,0,1217002106.3,1217002116.5
MXI ,0,1217003316.8,1217003321.5
MXI ,0,1217003595.4,1217003601.7
MXI ,0,1217004115.8,1217004119.0
MXI ,0,1217004845.6,1217004850.4
MXI ,0,1217005929.8,1217005939.1
MXI ,0,1217006570.4,1217006576.0
MXI ,0,1217007423.2,1217007426.2
MXI ,0,1217007513.1,1217007517.5
MXI ,0,1217008019.0,1217008027.2
MXI ,0,1217010348.0,1217010353.2
MXI ,0,1217010794.3,1217010799.1
MXI ,0,1217012674.4,1217012679.9
MXI ,0,1217013347.0,1217013353.6
MXI ,0,1217013590.9,1217013606.2
MXI ,0,1217014788.5,1217014794.6
MXI ,0,1217015126.9,1217015133.6
MXI ,0,1217015413.3,1217015418.9
